time,temp,hum,wind,power,cw_temp,chw_temp,pax,status,fan_freq,pump_freq
1010,26,51,3.08,55867.99,32.8,7.17,1020,1,39.85,43.5
1015,26,51,2.66,54929.05,32.76,7.27,996,1,40.42,42.87
1020,26,51,2.66,53885.44,32.75,7.19,973,1,40.05,42.78
1025,26,50,3.08,52565.44,32.75,7.31,950,1,39.58,42.82
1030,26,50,2.58,51315.79,32.6,7.12,927,1,39.56,42.5
1035,26,50,2.8,50237.01,32.41,7.26,904,1,38.1,41.98
1040,26,50,2.23,48995.9,32.32,7.19,881,1,38.83,41.83
1045,26,49,2.64,47808.34,32.29,7.22,859,1,38.1,41.65
1050,26,49,2.44,46918.58,32.45,7.23,836,1,38.88,41.8
1055,26,49,2.43,45635.24,32.36,7.16,814,1,38.72,41.11
1060,26,49,2.85,44584.81,32.15,7.16,793,1,36.89,41.31
1065,26,48,2.53,43517.35,32.22,7.26,771,1,37.31,40.93
1070,26,48,2.44,42399.71,32.05,7.13,750,1,36.97,41.44
1075,26,48,2.22,41553.16,32.19,7.15,729,1,37.51,40.23
1080,25,48,2.25,39970.73,32.12,7.17,709,1,36.86,40.82
1085,25,48,2.52,39396.1,32.0,7.14,688,1,36.14,40.83
1090,25,48,2.31,38565.53,31.87,7.15,668,1,36.45,40.1
1095,25,47,2.5,37517.19,31.65,7.09,649,1,36.6,39.88
1100,25,47,2.41,36462.12,32.04,7.09,629,1,36.25,40.39
1105,25,47,2.18,35723.18,31.88,7.17,611,1,36.95,40.3
1110,25,47,1.81,34692.5,31.78,7.17,592,1,36.16,39.88
1115,25,47,2.41,33842.79,31.74,7.16,574,1,37.05,39.86
1120,25,47,1.94,32949.05,31.89,7.13,556,1,35.13,39.66
1125,25,46,2.58,31607.15,31.63,7.15,538,1,36.55,39.19
1130,25,46,2.22,30799.98,31.58,7.1,521,1,36.01,39.53
1135,25,46,2.1,30122.66,31.48,7.13,504,1,35.02,39.22
1140,25,46,2.59,29485.79,31.59,7.18,487,1,35.53,39.07
1145,25,46,2.44,28442.57,31.61,7.1,471,1,35.01,39.16
1150,25,46,2.34,28010.84,31.44,7.13,455,1,34.32,38.57
1155,25,46,2.39,26871.6,31.33,7.14,440,1,33.74,38.85
1160,25,46,1.9,26390.05,31.35,7.11,425,1,34.18,38.97
1165,25,46,2.4,25596.83,31.32,7.06,410,1,33.93,39.12
1170,25,46,2.11,24628.54,31.21,7.03,395,1,34.17,38.36
1175,25,46,2.22,23783.62,31.21,7.06,381,1,33.17,38.43
1180,25,45,2.12,23445.9,31.16,7.09,368,1,33.05,38.7
1185,25,45,2.0,22805.35,31.1,7.08,354,1,34.01,37.71
1190,25,45,2.2,22234.99,31.26,7.1,341,1,33.19,38.26
1195,25,45,2.04,21154.91,31.06,7.12,328,1,33.63,37.86
1200,25,45,1.99,20491.66,31.05,7.01,316,1,33.41,37.76
1205,25,45,2.19,20344.72,31.09,7.13,304,1,33.72,37.98
1210,25,45,1.9,19341.91,30.99,7.12,292,1,33.04,37.59
1215,25,45,2.02,19061.25,30.87,7.07,281,1,32.55,38.56
1220,25,45,2.01,18576.27,30.93,7.14,270,1,33.08,37.65
1225,25,45,1.92,17841.88,30.85,6.95,260,1,31.84,37.7
1230,25,45,1.9,17821.48,30.86,7.15,249,1,32.56,37.3
1235,25,45,1.92,16824.21,30.8,7.07,239,1,32.04,37.32
1240,25,45,1.86,16716.02,30.72,7.13,229,1,32.5,37.51
1245,25,45,1.98,15945.55,30.8,7.08,220,1,31.84,37.35
1250,25,45,1.95,15607.37,30.87,7.06,211,1,31.49,37.34
1255,25,45,2.04,15064.26,30.78,6.98,202,1,31.15,37.81
1260,25,45,1.71,14972.62,30.66,7.06,194,1,31.42,37.44
1265,25,45,2.43,13980.69,30.9,7.02,185,1,32.1,37.12
1270,25,45,1.84,13920.42,30.72,7.06,177,1,31.01,36.94
1275,25,45,1.95,13600.86,30.59,7.07,170,1,31.4,37.09
1280,25,45,2.09,12998.15,30.65,7.01,162,1,31.35,36.81
1285,25,45,2.03,12917.15,30.59,7.01,155,1,32.02,36.82
1290,25,45,2.05,12155.39,30.64,7.03,148,1,32.04,36.7
1295,25,45,2.16,12144.25,30.58,7.02,142,1,30.56,37.18
1300,25,45,2.03,11393.86,30.66,7.05,135,1,30.78,36.57
1305,25,45,2.16,11489.38,30.57,7.07,129,1,31.61,36.78
1310,25,45,1.99,10981.09,30.51,6.96,123,1,31.88,36.77
1315,25,45,1.87,10833.76,30.85,7.02,117,1,30.51,36.81
1320,25,45,1.94,10735.72,30.45,6.94,112,1,31.68,36.85
1325,25,45,1.91,10212.62,30.42,7.03,106,1,31.47,36.85
1330,25,45,1.78,9691.56,30.46,7.07,101,1,32.04,36.62
1335,25,45,2.1,10034.2,30.5,7.05,97,0,0.0,0.0
1340,25,45,2.2,9617.92,30.62,6.99,92,0,0.0,0.0
1345,25,45,2.01,9442.56,30.36,7.08,87,0,0.0,0.0
1350,25,45,2.07,9319.56,30.41,7.06,83,0,0.0,0.0
1355,25,45,2.09,9347.5,30.28,7.01,79,0,0.0,0.0
1360,25,45,2.24,8783.71,30.28,7.1,75,0,0.0,0.0
1365,25,45,1.91,8696.71,30.53,7.04,71,0,0.0,0.0
1370,25,45,1.85,8506.5,30.38,6.96,68,0,0.0,0.0
1375,25,45,2.02,8574.94,30.51,7.07,64,0,0.0,0.0
1380,25,45,2.03,7936.03,30.24,7.08,61,0,0.0,0.0
1385,25,45,2.25,7613.64,30.47,6.99,58,0,0.0,0.0
1390,25,45,1.7,7817.87,30.37,7.06,55,0,0.0,0.0
1395,25,45,2.15,7748.52,30.61,7.08,52,0,0.0,0.0
1400,25,45,1.51,7715.78,30.32,7.03,49,0,0.0,0.0
1405,25,45,1.86,7672.19,30.33,7.08,46,0,0.0,0.0
1410,25,45,1.85,6928.97,30.34,6.96,44,0,0.0,0.0
1415,25,45,1.91,7215.88,30.3,7.09,41,0,0.0,0.0
1420,25,45,2.12,6685.81,30.4,6.97,39,0,0.0,0.0
1425,25,45,1.79,6973.82,30.43,7.07,37,0,0.0,0.0
1430,25,45,2.19,6942.72,30.39,7.07,35,0,0.0,0.0
1435,25,45,1.83,6664.01,30.23,6.97,33,0,0.0,0.0
0,25,45,1.79,6592.05,30.32,7.01,31,0,0.0,0.0
5,25,45,2.1,6369.0,30.39,6.99,33,0,0.0,0.0
10,25,45,1.98,6800.02,30.48,7.04,35,0,0.0,0.0
15,25,45,1.92,6400.83,30.3,6.98,37,0,0.0,0.0
20,25,45,1.79,7062.84,30.31,6.97,39,0,0.0,0.0
25,25,45,1.75,7063.12,30.27,6.97,41,0,0.0,0.0
30,25,45,2.26,6922.16,30.29,6.95,44,0,0.0,0.0
35,25,45,2.15,6830.98,30.31,6.94,46,0,0.0,0.0
40,25,45,1.85,7352.43,30.45,6.92,49,0,0.0,0.0
45,25,45,2.09,7647.78,30.53,6.95,52,0,0.0,0.0
50,25,45,2.26,8048.75,30.45,6.98,55,0,0.0,0.0
55,25,45,2.23,8193.63,30.3,7.05,58,0,0.0,0.0
60,25,45,1.87,8171.53,30.41,6.95,61,0,0.0,0.0
65,25,45,1.96,7957.46,30.6,7.07,64,0,0.0,0.0
70,25,45,1.69,8273.28,30.45,7.04,68,0,0.0,0.0
75,25,45,1.7,8701.82,30.57,6.98,71,0,0.0,0.0
80,25,45,1.94,8658.64,30.46,6.98,75,0,0.0,0.0
85,25,45,1.96,9034.38,30.46,6.99,79,0,0.0,0.0
90,25,45,2.45,9288.95,30.42,7.02,83,0,0.0,0.0
95,25,45,2.12,9392.48,30.52,7.06,87,0,0.0,0.0
100,25,45,2.0,9411.5,30.53,7.11,92,0,0.0,0.0
105,25,45,2.25,9822.96,30.64,7.0,97,0,0.0,0.0
110,25,45,2.03,10060.51,30.51,7.02,101,1,30.83,36.5
115,25,45,1.88,10332.98,30.4,7.02,106,1,30.71,36.15
120,25,45,2.38,11126.13,30.59,7.0,112,1,31.04,36.33
125,25,45,2.05,10821.84,30.48,7.03,117,1,30.96,36.27
130,25,45,2.26,11008.49,30.63,7.01,123,1,30.63,36.66
135,25,45,2.08,11522.04,30.52,7.09,129,1,31.51,36.48
140,25,45,1.97,11487.7,30.7,7.08,135,1,31.53,36.84
145,25,45,2.2,12095.92,30.65,7.05,142,1,31.75,36.71
150,25,45,2.05,12343.41,30.62,7.05,148,1,32.06,36.79
155,25,45,2.01,12813.56,30.48,7.06,155,1,32.36,36.51
160,25,45,1.94,12875.11,30.64,7.05,162,1,31.43,37.06
165,25,45,2.18,13680.61,30.85,7.05,170,1,31.9,37.04
170,25,45,1.96,13705.84,30.57,7.03,177,1,32.39,36.82
175,25,45,1.73,14323.44,30.63,7.06,185,1,30.89,37.03
180,25,45,2.26,14705.89,30.68,7.02,194,1,31.47,36.96
185,25,45,2.13,14965.74,30.65,7.05,202,1,32.26,36.51
190,25,45,2.54,15955.62,30.83,7.14,211,1,31.76,37.12
195,25,45,2.34,16068.42,31.02,7.01,220,1,32.44,37.31
200,25,45,2.47,16194.17,30.64,7.09,229,1,31.83,37.68
205,25,45,2.31,17119.03,30.93,7.02,239,1,32.54,37.74
210,25,45,2.3,17342.47,30.82,7.03,249,1,31.81,37.42
215,25,45,1.98,17816.48,30.67,7.12,260,1,31.53,36.75
220,25,45,1.81,18410.8,30.86,7.09,270,1,32.9,37.48
225,25,45,2.08,19050.2,30.87,7.03,281,1,32.46,38.15
230,25,45,2.2,20084.94,31.04,7.12,292,1,32.44,38.09
235,25,45,1.99,20120.8,31.06,7.14,304,1,32.59,37.64
240,25,45,1.97,20746.44,31.0,7.17,316,1,33.47,38.48
245,25,45,1.84,21499.14,30.99,7.06,328,1,32.81,38.22
250,25,45,2.03,22029.86,31.17,7.15,341,1,32.63,38.48
255,25,45,1.96,22854.27,31.24,7.11,354,1,33.63,38.44
260,25,45,2.1,23318.81,31.07,7.1,368,1,33.76,38.26
265,25,46,2.37,24066.18,31.18,7.06,381,1,33.52,38.28
270,25,46,2.0,24737.55,31.11,7.13,395,1,33.85,38.26
275,25,46,2.05,25289.81,31.38,7.13,410,1,34.68,38.99
280,25,46,2.18,26093.42,31.3,7.16,425,1,34.22,38.73
285,25,46,1.92,26701.97,31.35,7.14,440,1,34.45,38.78
290,25,46,2.13,27922.78,31.39,7.08,455,1,34.3,38.41
295,25,46,2.2,28660.53,31.37,7.25,471,1,34.32,39.03
300,25,46,1.93,29306.72,31.43,7.16,487,1,34.36,39.44
305,25,46,1.98,30432.34,31.45,7.09,504,1,34.93,39.48
310,25,46,2.36,30522.73,31.43,7.17,521,1,35.89,39.43
315,25,46,2.25,31826.4,31.44,7.13,538,1,35.47,39.56
320,25,47,2.04,32883.04,31.8,7.11,556,1,36.45,39.03
325,25,47,2.28,33725.2,31.8,7.15,574,1,35.76,39.64
330,25,47,2.22,34778.1,31.78,7.08,592,1,35.24,40.02
335,25,47,2.43,35530.15,31.96,7.15,611,1,35.85,40.18
340,25,47,2.14,36396.92,31.86,7.14,629,1,36.85,40.58
345,25,47,2.57,37341.21,32.02,7.17,649,1,36.45,40.76
350,25,48,2.29,38179.83,32.06,7.15,668,1,36.85,39.95
355,25,48,1.9,39585.93,31.95,7.15,688,1,36.42,40.46
360,25,48,2.33,40142.81,31.98,7.12,709,1,37.89,40.83
365,26,48,2.25,41390.52,31.96,7.05,729,1,36.7,41.13
370,26,48,2.58,42680.94,32.16,7.2,750,1,37.31,41.37
375,26,48,2.4,43557.8,32.14,7.1,771,1,37.56,41.21
380,26,49,2.51,44652.66,32.25,7.17,793,1,37.85,41.42
385,26,49,2.74,45570.01,32.32,7.15,814,1,37.48,41.79
390,26,49,2.66,46631.59,32.3,7.1,836,1,38.18,41.8
395,26,49,2.69,47917.79,32.37,7.19,859,1,38.44,41.82
400,26,50,2.74,48745.38,32.62,7.13,881,1,38.51,42.16
405,26,50,2.53,50398.11,32.51,7.13,904,1,39.46,42.08
410,26,50,2.92,51273.49,32.52,7.18,927,1,38.89,42.42
415,26,50,2.98,52644.09,32.61,7.17,950,1,40.0,43.08
420,26,51,3.1,53225.52,32.63,7.2,973,1,40.19,42.42
425,26,51,2.7,54786.1,32.59,7.24,996,1,39.51,42.75
430,26,51,2.7,56143.3,32.69,7.26,1020,1,39.28,42.75
435,26,52,2.64,57146.35,32.9,7.25,1044,1,40.67,43.59
440,27,52,2.98,58558.36,33.26,7.11,1068,1,40.92,42.98
445,27,52,2.75,59674.66,33.02,7.2,1092,1,41.48,43.5
450,27,53,2.94,60845.66,33.16,7.16,1116,1,41.77,44.25
455,27,53,3.09,62056.77,32.98,7.19,1140,1,41.02,43.86
460,27,53,3.08,62942.31,33.03,7.18,1164,1,42.14,43.95
465,27,54,2.94,64581.87,33.25,7.3,1188,1,41.43,44.1
470,27,54,2.99,65582.33,33.3,7.33,1213,1,41.66,44.0
475,27,54,3.48,66948.83,33.4,7.17,1237,1,42.77,44.23
480,27,55,3.3,68044.54,33.5,7.24,1261,1,42.51,44.8
485,27,55,3.22,69576.23,33.42,7.23,1285,1,43.01,45.27
490,28,56,3.33,70286.82,33.39,7.29,1309,1,42.47,44.85
495,28,56,2.94,71744.33,33.54,7.26,1333,1,43.58,45.12
500,28,56,3.36,73020.97,33.66,7.25,1357,1,44.93,45.02
505,28,57,3.55,74236.73,33.77,7.32,1381,1,43.06,45.7
510,28,57,3.69,75307.34,33.79,7.41,1405,1,43.63,45.6
515,28,58,3.6,76024.4,33.95,7.31,1428,1,43.79,45.34
520,28,58,3.71,77611.85,34.09,7.32,1452,1,44.86,46.41
525,28,58,3.69,78694.69,33.88,7.4,1475,1,45.78,46.21
530,29,59,3.84,79499.85,34.04,7.24,1498,1,45.33,46.94
535,29,59,4.06,80919.44,33.98,7.36,1520,1,45.56,46.53
540,29,60,4.21,82013.08,34.05,7.23,1543,1,44.75,46.42
545,29,60,3.75,83133.07,34.07,7.38,1565,1,45.36,46.97
550,29,61,3.68,84482.21,34.14,7.34,1587,1,45.59,46.99
555,29,61,4.02,85195.64,34.17,7.35,1608,1,45.98,47.35
560,29,61,3.98,86627.36,34.15,7.38,1629,1,46.14,46.92
565,29,62,4.39,87600.46,34.34,7.32,1650,1,46.93,47.74
570,29,62,4.24,88265.87,34.39,7.36,1670,1,46.94,47.71
575,30,63,3.93,89324.99,34.47,7.45,1690,1,46.2,47.4
580,30,63,4.07,90326.05,34.32,7.4,1709,1,46.04,48.23
585,30,63,4.25,91102.59,34.74,7.22,1728,1,47.51,48.47
590,30,64,4.38,92628.08,34.8,7.33,1747,1,47.58,48.39
595,30,64,4.4,93008.19,34.64,7.29,1764,1,47.04,48.03
600,30,65,4.7,94429.03,34.94,7.38,1782,1,47.82,48.22
605,30,65,4.09,94806.55,34.59,7.39,1799,1,46.76,48.44
610,30,65,4.53,95571.69,34.8,7.49,1815,1,49.07,48.49
615,30,66,4.48,96396.37,34.78,7.41,1831,1,47.7,48.46
620,30,66,4.59,97200.73,34.85,7.42,1846,1,48.45,48.72
625,31,66,4.98,97972.4,34.66,7.41,1860,1,49.58,48.94
630,31,67,4.37,98771.93,34.92,7.34,1874,1,48.27,48.99
635,31,67,4.73,99598.71,34.97,7.47,1887,1,49.01,49.39
640,31,67,4.61,99832.13,35.03,7.39,1900,1,48.95,48.68
645,31,67,4.63,100527.6,34.99,7.42,1911,1,49.64,49.42
650,31,68,4.28,100779.22,34.97,7.34,1923,1,50.04,48.99
655,31,68,5.08,101759.75,35.21,7.48,1933,1,50.07,49.12
660,31,68,4.52,101919.12,35.03,7.44,1943,1,49.33,49.24
665,31,68,4.79,102542.83,35.13,7.41,1952,1,49.69,49.55
670,31,69,4.83,102958.56,35.14,7.39,1960,1,49.58,49.44
675,31,69,4.76,103148.1,35.12,7.45,1967,1,49.62,48.99
680,31,69,4.6,103873.42,35.27,7.41,1974,1,49.48,50.0
685,31,69,4.91,104103.79,35.24,7.47,1980,1,49.91,49.96
690,31,69,4.94,104175.29,35.23,7.35,1985,1,50.09,50.3
695,31,69,5.16,104370.99,35.15,7.36,1990,1,49.86,49.81
700,31,69,4.82,104814.95,35.26,7.34,1993,1,50.39,50.23
705,31,69,5.13,104514.51,35.37,7.43,1996,1,50.18,49.12
710,31,69,4.94,105017.29,35.37,7.4,1998,1,49.72,49.79
715,31,69,4.95,105313.3,35.13,7.39,1999,1,49.99,50.01
720,32,70,5.07,105120.27,35.34,7.41,2000,1,50.11,49.8
725,31,69,5.0,105103.38,35.34,7.4,1999,1,49.48,50.48
730,31,69,4.8,105083.62,35.36,7.31,1998,1,50.11,50.1
735,31,69,4.96,105300.31,35.55,7.39,1996,1,49.49,50.1
740,31,69,4.9,104594.39,35.26,7.46,1993,1,50.49,49.93
745,31,69,4.62,104597.4,35.17,7.41,1990,1,49.29,49.9
750,31,69,4.82,104720.81,35.22,7.47,1985,1,48.74,49.83
755,31,69,4.99,103910.92,35.0,7.44,1980,1,50.06,49.22
760,31,69,5.09,103595.7,35.14,7.41,1974,1,49.56,49.31
765,31,69,4.93,103469.27,35.18,7.36,1967,1,50.4,49.58
770,31,69,5.46,102972.74,35.22,7.33,1960,1,48.8,49.47
775,31,68,4.65,102416.25,35.09,7.4,1952,1,49.84,49.06
780,31,68,4.91,102357.58,34.98,7.44,1943,1,50.19,49.66
785,31,68,4.92,101887.32,35.22,7.35,1933,1,48.83,50.03
790,31,68,4.68,101344.27,34.95,7.34,1923,1,49.66,49.41
795,31,67,4.69,100550.71,35.12,7.29,1911,1,48.23,49.16
800,31,67,4.71,100345.58,35.13,7.36,1900,1,48.76,49.28
805,31,67,4.91,99347.0,35.09,7.36,1887,1,48.44,48.87
810,31,67,4.72,98339.24,34.88,7.38,1874,1,48.76,48.91
815,31,66,4.64,98166.74,35.01,7.36,1860,1,49.09,48.91
820,30,66,4.31,97352.85,35.04,7.29,1846,1,48.34,48.72
825,30,66,4.68,96044.35,34.82,7.36,1831,1,48.75,49.23
830,30,65,4.68,95687.36,34.59,7.35,1815,1,48.08,49.01
835,30,65,4.48,94786.81,34.85,7.44,1799,1,49.24,48.84
840,30,65,4.67,93791.9,34.61,7.24,1782,1,48.24,48.64
845,30,64,4.14,93255.33,34.58,7.39,1764,1,47.99,48.56
850,30,64,4.4,92439.99,34.66,7.36,1747,1,47.11,48.33
855,30,63,4.32,91503.0,34.58,7.32,1728,1,46.77,48.31
860,30,63,4.06,90409.39,34.42,7.33,1709,1,47.66,48.11
865,30,63,4.36,89386.56,34.48,7.35,1690,1,47.5,47.58
870,29,62,3.96,88574.96,34.52,7.37,1670,1,45.71,47.9
875,29,62,4.02,87740.92,34.45,7.28,1650,1,46.49,47.29
880,29,61,4.09,86384.13,34.4,7.36,1629,1,46.35,47.34
885,29,61,4.0,85420.07,34.06,7.33,1608,1,45.72,47.31
890,29,61,4.22,84529.96,34.34,7.41,1587,1,45.83,47.4
895,29,60,3.52,83264.44,34.11,7.29,1565,1,45.46,47.14
900,29,60,3.85,81943.76,33.98,7.36,1543,1,45.64,46.57
905,29,59,4.03,80977.66,33.98,7.38,1520,1,46.34,46.47
910,29,59,3.81,79879.02,34.04,7.24,1498,1,44.5,46.72
915,28,58,3.6,78685.44,33.91,7.22,1475,1,44.86,46.32
920,28,58,3.72,77217.95,33.87,7.25,1452,1,44.5,46.41
925,28,58,3.55,76191.52,34.05,7.33,1428,1,44.29,45.51
930,28,57,3.55,74863.6,33.55,7.28,1405,1,43.97,45.41
935,28,57,3.23,73763.98,33.68,7.3,1381,1,43.08,45.93
940,28,56,3.27,72544.93,33.74,7.38,1357,1,43.67,44.95
945,28,56,3.16,71397.41,33.71,7.21,1333,1,43.32,45.16
950,28,56,4.03,70429.35,33.49,7.18,1309,1,43.05,45.13
955,27,55,3.19,69397.73,33.42,7.23,1285,1,43.08,45.57
960,27,55,2.95,67979.41,33.54,7.24,1261,1,41.61,44.25
965,27,54,2.94,66509.99,33.3,7.19,1237,1,42.82,44.44
970,27,54,2.74,65029.51,33.12,7.33,1213,1,41.68,44.35
975,27,54,3.05,64451.56,33.22,7.25,1188,1,41.93,44.03
980,27,53,2.94,63318.56,33.35,7.21,1164,1,41.99,43.59
985,27,53,3.09,62220.52,33.22,7.29,1140,1,41.1,43.82
990,27,53,3.02,60727.0,32.92,7.22,1116,1,41.75,43.92
995,27,52,2.88,59332.72,33.02,7.2,1092,1,40.68,43.44
1000,27,52,2.66,58452.73,33.08,7.19,1068,1,40.32,43.35
1005,26,52,2.97,57248.86,32.84,7.13,1044,1,40.3,43.88
1010,26,51,2.99,56276.91,32.63,7.2,1020,1,40.91,43.12
1015,26,51,2.8,54838.0,32.7,7.17,996,1,39.68,43.21
1020,26,51,2.85,53776.88,32.89,7.23,973,1,39.11,43.06
1025,26,50,2.74,52500.48,32.57,7.21,950,1,39.34,42.94
1030,26,50,2.57,51521.05,32.53,7.2,927,1,38.63,42.75
1035,26,50,2.66,50030.06,32.47,7.15,904,1,38.48,41.95
1040,26,50,2.6,48992.57,32.48,7.28,881,1,39.53,41.7
1045,26,49,2.69,48049.15,32.58,7.18,859,1,38.13,42.04
1050,26,49,2.96,47180.47,32.22,7.19,836,1,39.1,41.38
1055,26,49,2.46,45890.98,32.29,7.11,814,1,38.02,41.1
1060,26,49,2.73,44538.49,32.14,7.17,793,1,37.84,41.53
1065,26,48,2.32,43168.91,32.22,7.07,771,1,38.18,40.95
1070,26,48,2.59,42424.9,32.04,7.15,750,1,37.21,40.76
1075,26,48,2.61,41421.26,32.07,7.07,729,1,37.31,41.07
1080,25,48,1.92,40380.64,32.27,7.04,709,1,37.08,40.52
1085,25,48,2.2,39473.34,31.85,7.17,688,1,37.46,40.31
1090,25,48,2.45,38235.62,31.74,7.06,668,1,36.82,40.41
1095,25,47,2.53,37639.23,31.78,7.06,649,1,36.46,40.57
1100,25,47,2.44,36159.53,31.83,7.09,629,1,36.77,40.12
1105,25,47,2.46,35281.81,31.66,7.23,611,1,36.57,39.49
1110,25,47,2.52,34395.55,31.69,7.05,592,1,35.12,39.43
1115,25,47,1.94,33741.55,31.96,7.13,574,1,35.96,39.37
1120,25,47,2.52,32578.64,31.65,7.09,556,1,35.85,39.52
1125,25,46,2.03,31722.82,31.53,7.06,538,1,35.62,39.86
1130,25,46,2.15,31253.52,31.45,7.19,521,1,36.0,39.02
1135,25,46,1.91,30397.92,31.68,7.06,504,1,34.63,39.5
1140,25,46,1.99,29503.42,31.3,6.99,487,1,34.21,39.43
1145,25,46,2.0,28714.19,31.3,7.09,471,1,34.9,39.2
1150,25,46,1.97,27554.81,31.39,7.04,455,1,34.15,38.96
1155,25,46,2.51,26735.95,31.52,7.0,440,1,34.46,38.79
1160,25,46,2.06,26238.87,31.36,7.09,425,1,34.82,38.95
1165,25,46,2.22,25777.92,31.26,7.01,410,1,34.27,38.8
1170,25,46,2.18,24926.33,31.19,7.19,395,1,33.11,37.63
1175,25,46,2.41,23954.85,31.11,7.06,381,1,33.59,38.62
1180,25,45,1.93,23628.44,31.3,7.09,368,1,34.71,38.2
1185,25,45,1.95,22592.72,31.32,7.08,354,1,33.67,38.19
1190,25,45,1.79,22275.58,31.01,7.16,341,1,33.52,38.38
1195,25,45,1.94,21258.95,31.06,7.16,328,1,33.2,38.12
1200,25,45,1.95,21022.39,31.05,7.15,316,1,32.71,38.08
1205,25,45,2.22,20119.24,30.91,7.13,304,1,33.5,37.65
1210,25,45,2.14,19565.19,30.97,7.16,292,1,32.17,38.21
1215,25,45,2.03,18964.61,30.86,7.07,281,1,32.7,37.14
1220,25,45,2.1,18657.85,30.97,7.11,270,1,32.14,37.52
1225,25,45,2.01,18041.12,30.87,7.09,260,1,33.02,38.04
1230,25,45,2.04,17362.93,30.87,7.1,249,1,32.14,37.5
1235,25,45,2.05,16903.97,30.89,7.05,239,1,32.82,37.56
1240,25,45,2.2,16532.6,30.88,7.05,229,1,32.06,37.48
1245,25,45,1.73,15935.62,30.83,7.05,220,1,32.52,36.99
1250,25,45,2.24,15390.56,30.68,7.19,211,1,31.81,37.25
1255,25,45,1.97,14883.25,30.81,7.07,202,1,32.68,37.42
1260,25,45,1.89,14601.03,30.65,7.01,194,1,31.76,36.78
1265,25,45,2.18,14369.91,30.75,7.08,185,1,32.02,37.13
1270,25,45,2.17,14075.16,30.59,7.05,177,1,32.03,36.94
1275,25,45,1.89,13503.84,30.74,6.96,170,1,32.89,36.96
1280,25,45,1.97,13047.11,30.62,7.12,162,1,31.73,36.57
1285,25,45,2.35,12686.61,30.53,7.02,155,1,30.97,36.81
1290,25,45,1.97,12666.75,30.55,7.05,148,1,31.72,36.51
1295,25,45,1.92,12141.16,30.67,7.0,142,1,32.04,36.89
1300,25,45,1.83,11747.7,30.58,7.15,135,1,31.67,36.65
1305,25,45,2.27,11488.53,30.61,7.0,129,1,31.92,36.79
1310,25,45,2.2,11250.57,30.44,7.02,123,1,31.33,36.86
1315,25,45,1.88,10672.01,30.57,6.98,117,1,31.75,36.27
1320,25,45,2.04,10606.47,30.48,7.05,112,1,31.33,36.71
1325,25,45,1.89,10439.75,30.62,7.06,106,1,31.59,36.29
1330,25,45,2.1,9940.9,30.55,7.11,101,1,29.95,36.6
1335,25,45,1.7,9561.42,30.41,7.06,97,0,0.0,0.0
1340,25,45,1.85,9566.81,30.31,7.02,92,0,0.0,0.0
1345,25,45,2.19,9339.91,30.46,6.99,87,0,0.0,0.0
1350,25,45,2.01,8971.99,30.43,7.0,83,0,0.0,0.0
1355,25,45,2.15,9072.45,30.37,7.02,79,0,0.0,0.0
1360,25,45,2.01,8786.6,30.4,7.06,75,0,0.0,0.0
1365,25,45,1.94,9035.79,30.47,7.03,71,0,0.0,0.0
1370,25,45,2.02,8473.17,30.43,7.08,68,0,0.0,0.0
1375,25,45,2.14,8246.14,30.44,7.12,64,0,0.0,0.0
1380,25,45,2.28,7950.25,30.57,6.97,61,0,0.0,0.0
1385,25,45,1.65,7662.15,30.33,6.99,58,0,0.0,0.0
1390,25,45,1.94,7629.45,30.48,7.04,55,0,0.0,0.0
1395,25,45,2.31,7375.69,30.33,7.02,52,0,0.0,0.0
1400,25,45,2.05,7907.16,30.43,7.04,49,0,0.0,0.0
1405,25,45,1.86,7267.0,30.25,6.98,46,0,0.0,0.0
1410,25,45,2.05,7201.54,30.18,7.04,44,0,0.0,0.0
1415,25,45,1.92,6773.11,30.29,7.01,41,0,0.0,0.0
1420,25,45,1.96,6789.44,30.49,7.01,39,0,0.0,0.0
1425,25,45,2.07,7268.82,30.09,7.04,37,0,0.0,0.0
1430,25,45,2.06,6688.29,30.3,6.97,35,0,0.0,0.0
1435,25,45,2.19,6763.58,30.35,7.05,33,0,0.0,0.0
0,25,45,2.25,6230.09,30.32,7.0,31,0,0.0,0.0
5,25,45,1.81,6746.18,30.42,6.99,33,0,0.0,0.0
10,25,45,2.23,6757.33,30.35,7.1,35,0,0.0,0.0
15,25,45,2.03,6971.94,30.15,7.07,37,0,0.0,0.0
20,25,45,1.88,6868.01,30.24,7.08,39,0,0.0,0.0
25,25,45,1.88,6865.99,30.26,6.98,41,0,0.0,0.0
30,25,45,2.24,6846.8,30.42,7.03,44,0,0.0,0.0
35,25,45,2.39,7208.1,30.2,7.07,46,0,0.0,0.0
40,25,45,2.05,6932.12,30.14,7.01,49,0,0.0,0.0
45,25,45,2.1,7849.01,30.42,7.04,52,0,0.0,0.0
50,25,45,1.97,7640.64,30.34,6.99,55,0,0.0,0.0
55,25,45,1.95,7876.25,30.39,7.05,58,0,0.0,0.0
60,25,45,2.1,8140.07,30.4,7.01,61,0,0.0,0.0
65,25,45,1.95,8249.27,30.36,6.97,64,0,0.0,0.0
70,25,45,1.79,8457.84,30.28,7.07,68,0,0.0,0.0
75,25,45,2.23,8413.47,30.28,7.04,71,0,0.0,0.0
